elevator_id,location,city,license_number,license_status,license_expiry_date
81661,"325 Tartan Dr, London",London,EDLIC-2004-081924,ACTIVE,02-Sep-17
81662,"Holt Rd, Bowmanville",Bowmanville,EDLIC-2005-082594,ACTIVE,29-Nov-16
81664,"202 King St W, Chatham",Chatham,259723,ACTIVE,18-Jul-17
81665,"284 Wonderland Rd, London",London,EDLIC-2004-082036,ACTIVE,23-Sep-17
81666,"275 Redstone Dr, Richmond Hill",Richmond Hill,EDLIC-2004-081954,ACTIVE,09-Sep-17
81667,"2131 East Bank Dr, Peterborough",Peterborough,EDLIC-2005-082426,ACTIVE,28-May-17
81668,"323 Toronto St S, Uxbridge",Uxbridge,EDLIC-2004-081917,ACTIVE,24-Aug-17
81670,"1675 Montgomery Pk Rd, Pickering",Pickering,EDLIC-2005-082631,ACTIVE,15-Apr-17
81671,"518 Queens Ave, London",London,EDLIC-2004-081994,ACTIVE,20-Sep-17
81673,"35 Pickwick Dr, Leamington",Leamington,EDLIC-2005-082433,ACTIVE,07-Jan-17
81675,"35 Pickwick Dr, Leamington",Leamington,EDLIC-2005-082534,ACTIVE,07-Feb-17
81676,"5400 Steeles Ave W, Woodbridge",Woodbridge,EDLIC-2004-081721,ACTIVE,08-Jul-17
81677,"176 Main St W, Beaverton",Beaverton,EDLIC-2004-081934,ACTIVE,03-Sep-17
81678,"23 Hollywood Ave, North York",North York,EDLIC-2005-082920,ACTIVE,20-May-17
81679,"23 Hollywood Ave, North York",North York,EDLIC-2005-082867,ACTIVE,05-May-17
81680,"23 Hollywood Ave, North York",North York,EDLIC-2005-083064,ACTIVE,17-Jun-17
81681,"868 Doon Village Rd, Kitchener",Kitchener,241189,ACTIVE,21-Jan-17
81683,"5400 Steeles Ave W, Woodbridge",Woodbridge,EDLIC-2004-081971,ACTIVE,13-Sep-17
81684,"5400 Steeles Ave W, Woodbridge",Woodbridge,EDLIC-2004-081972,ACTIVE,13-Sep-17
81685,"868 Doon Village Rd, Kitchener",Kitchener,241187,ACTIVE,21-Jan-17
81686,"901 Atlantic Ave, Thunder Bay",Thunder Bay,EDLIC-2005-083491,ACTIVE,27-Sep-17
81688,"1415 Lawrence Av W, Toronto",Toronto,EDLIC-2004-081873,ACTIVE,18-Aug-17
81689,"1415 Lawrence Av W, Toronto",Toronto,EDLIC-2004-081736,ACTIVE,09-Jul-17
81690,"1 Maison Parc Ct, Thornhill",Thornhill,EDLIC-2005-082626,ACTIVE,07-Mar-17
81691,"1 Maison Parc Ct, Thornhill",Thornhill,EDLIC-2005-082811,ACTIVE,26-Apr-17
81692,"50 Market Street, Brantford",Brantford,EDLIC-2004-081906,ACTIVE,26-Aug-17
81699,"1349 Western Rd, London",London,EDLIC-2004-081874,ACTIVE,23-Aug-17
81700,"196 Westmount Rd, Waterloo",Waterloo,EDLIC-2004-082208,ACTIVE,03-Nov-17
81701,"650 Laurelwood Dr, Waterloo",Waterloo,EDLIC-2004-082128,ACTIVE,20-Oct-17
81702,"233 Cummer Ave, North York",North York,EDLIC-2004-082355,ACTIVE,08-Dec-16
81703,"2245 Lawrence Ave W, Etobicoke",Etobicoke,274712,PENDING_RENEWAL,12-Oct-17
81704,"261 Buena Vista Rd, Ottawa",Ottawa,EDLIC-2004-081936,ACTIVE,03-Sep-17
81705,"21 Brimley Rd, Scarborough",Scarborough,EDLIC-2004-082180,ACTIVE,03-Nov-17
81706,"2245 Lawrence Ave W, Etobicoke",Etobicoke,EDLIC-2004-082092,ACTIVE,12-Oct-17
81707,"1265 Military Trail, Toronto",Toronto,EDLIC-2004-081969,ACTIVE,10-Sep-17
81708,"135 Carlingview Dr, Etobicoke",Etobicoke,EDLIC-2005-083477,ACTIVE,23-Sep-17
81709,"135 Carlingview Dr, Etobicoke",Etobicoke,EDLIC-2005-083663,ACTIVE,08-Nov-17
81710,"135 Carlingview Dr, Etobicoke",Etobicoke,EDLIC-2005-083478,ACTIVE,23-Sep-17
81712,"300 Wellington St, London",London,207471,ACTIVE,26-Nov-17
81713,"99 Acorn Place, Mississauga",Mississauga,EDLIC-2005-082431,ACTIVE,06-Jan-17
81714,"684 Warden Ave, Toronto",Toronto,EDLIC-2004-082371,ACTIVE,16-Dec-16
81715,"684 Warden Ave, Toronto",Toronto,254973,ACTIVE,22-Jun-17
81716,"160 Consumers Rd, Whitby",Whitby,EDLIC-2005-082535,ACTIVE,07-Feb-17
81717,"160 Consumers Rd, Whitby",Whitby,EDLIC-2005-082536,ACTIVE,07-Feb-17
81718,"1505 Carling Ave, Ottawa",Ottawa,EDLIC-2004-082221,ACTIVE,15-Nov-17
81719,"637 Lakeshore Blvd W, Toronto",Toronto,EDLIC-2006-084552,ACTIVE,26-Jun-17
8172,"88 Albert St, Ottawa",Ottawa,EDLIC-008172,ACTIVE,15-Aug-17
81723,"150 Caroline Ave, Ottawa",Ottawa,EDLIC-2004-081836,ACTIVE,11-Aug-17
81728,"35 Dundas St E, Toronto",Toronto,209025,ACTIVE,28-Sep-17
81729,"35 Dundas St E, Toronto",Toronto,209030,ACTIVE,28-Sep-17
8173,"88 Albert St, Ottawa",Ottawa,EDLIC-008173,ACTIVE,15-Aug-17
81730,"399 Bathurst St, Toronto",Toronto,EDLIC-2005-082681,ACTIVE,21-Mar-17
81731,"399 Bathurst St, Toronto",Toronto,EDLIC-2004-082347,ACTIVE,09-Dec-16
81732,"399 Bathurst St, Toronto",Toronto,EDLIC-2004-082300,ACTIVE,01-Dec-16
81733,"399 Bathurst St, Toronto",Toronto,EDLIC-2004-081845,ACTIVE,29-Jul-17
81734,"100 Scottfield Rd, Toronto",Toronto,EDLIC-2004-082067,ACTIVE,27-Sep-17
81735,"100 Scottfield Rd, Toronto",Toronto,EDLIC-2005-082490,ACTIVE,26-Jan-17
81736,"90 Scottfield Dr, Scarborough",Scarborough,EDLIC-2004-082182,ACTIVE,09-Aug-17
81737,"90 Scottfield Dr, Scarborough",Scarborough,EDLIC-2005-082489,ACTIVE,25-Jan-17
81740,"245 Dalesford Rd, Toronto",Toronto,200768,ACTIVE,21-Dec-16
81741,"245 Dalesford Rd, Toronto",Toronto,200770,ACTIVE,05-Nov-17
81743,"637 Lakeshore Blvd W, Toronto",Toronto,EDLIC-2005-083313,ACTIVE,25-Aug-17
81744,"20 Founders Dr, Oshawa",Oshawa,EDLIC-2004-081929,ACTIVE,01-Sep-17
81746,"1185 West Arthur St, Thunder Bay",Thunder Bay,EDLIC-2004-081968,ACTIVE,03-Sep-17
81748,"6700 Fallsview Blvd, Niagara Falls",Niagara Falls,187942,ACTIVE,17-Aug-17
81752,"405 Dundas St W, Whitby",Whitby,EDLIC-2005-082773,ACTIVE,06-Apr-17
81753,"1 Clairtrell Rd, North York",North York,EDLIC-2005-082449,ACTIVE,11-Jan-17
81754,"1 Clairtrell Rd, North York",North York,EDLIC-2004-081999,ACTIVE,20-Sep-17
81756,"345 Briarmeadow Dr, Kitchener",Kitchener,EDLIC-2005-082467,ACTIVE,18-Jan-17
81757,"20 Lorne Ave, Penetanguishene",Penetanguishene,EDLIC-2004-081899,ACTIVE,27-Aug-17
81758,"23 Hollywood Ave, North York",North York,EDLIC-2005-082813,ACTIVE,21-Apr-17
81759,"240 1St St East, Fort Frances",Fort Frances,EDLIC-2004-082059,ACTIVE,05-Aug-17
8176,"434 Pitt St, Cornwall",Cornwall,264763,ACTIVE,15-Nov-17
81761,"300 Centre St S, Oshawa",Oshawa,EDLIC-2005-083209,ACTIVE,30-Dec-16
81764,"1 Shoreham Dr, North York",North York,EDLIC-2004-081743,ACTIVE,12-Jul-17
81770,"637 Lakeshore Blvd W, Toronto",Toronto,EDLIC-2005-083224,ACTIVE,29-Jul-17
81771,"637 Lakeshore Blvd W, Toronto",Toronto,EDLIC-2005-083293,ACTIVE,18-Aug-17
81772,"10 Elm Av, Toronto",Toronto,EDLIC-2007-085534,ACTIVE,10-Sep-17
81774,"230 King St E, Toronto",Toronto,EDLIC-2005-082424,ACTIVE,29-Dec-16
81775,"230 King St E, Toronto",Toronto,EDLIC-2005-082765,ACTIVE,29-Mar-17
81776,"230 King St E, Toronto",Toronto,EDLIC-2006-083972,ACTIVE,31-Jan-17
81777,"1 Lawlor Ave, Toronto",Toronto,EDLIC-2005-082660,ACTIVE,24-Mar-17
81778,"15900 Bayview Ave, Aurora",Aurora,270739,ACTIVE,07-Aug-17
81784,"9565 Weston Rd, Woodbridge",Woodbridge,178764,ACTIVE,14-Jun-17
81785,"7155 Woodbine Ave, Markham",Markham,239998,ACTIVE,17-Feb-17
81787,"11 Rebecca St, Hamilton",Hamilton,237590,ACTIVE,01-Sep-17
8179,"67 Cartier St, Ottawa",Ottawa,EDLIC-008179,ACTIVE,15-Mar-17
81792,"120 Grant Carman Dr, Nepean",Nepean,208245,ACTIVE,12-May-17
81793,"120 Grant Carman Dr, Nepean",Nepean,208246,ACTIVE,14-Feb-17
81794,"655 West Arthur St, Thunder Bay",Thunder Bay,EDLIC-2004-081826,ACTIVE,26-Jul-17
8180,"67 Cartier St, Ottawa",Ottawa,EDLIC-008180,ACTIVE,15-Mar-17
81800,"556 Sherbourne St, Toronto",Toronto,EDLIC-2004-082135,ACTIVE,18-Oct-17
81802,"14961 Yonge St, Aurora",Aurora,EDLIC-2004-082225,ACTIVE,16-Nov-17
81805,"70 Stone Haven Dr, Kanata",Kanata,EDLIC-2004-082004,ACTIVE,21-Sep-17
81808,"70 Stone Haven Dr, Kanata",Kanata,EDLIC-2004-081955,ACTIVE,09-Sep-17
81809,"925 Bay St, Toronto",Toronto,EDLIC-2005-083709,ACTIVE,22-Nov-17
81810,"1663 North Service Rd E, Oakville",Oakville,EDLIC-2004-082101,ACTIVE,14-Oct-17
81811,"5000 Wyandotte St E, Windsor",Windsor,EDLIC-2004-082250,ACTIVE,22-Nov-17
81812,"5000 Wyandotte St E, Windsor",Windsor,EDLIC-2005-082529,ACTIVE,02-Jan-17
81820,"243 College St, Toronto",Toronto,258973,ACTIVE,09-Aug-17
81822,"16 Sheffield St, Arnprior",Arnprior,EDLIC-2006-084598,ACTIVE,07-Jul-17
81823,"2881 Eglinton Ave E, Toronto",Toronto,EDLIC-2004-082212,ACTIVE,11-Nov-17
81824,"2881 Eglinton Ave E, Toronto",Toronto,EDLIC-2004-082199,ACTIVE,05-Nov-17
81832,"1063 Talbot St, St Thomas",St Thomas,EDLIC-2004-081987,ACTIVE,01-May-17
81833,"3050 Argentia Rd, Mississauga",Mississauga,EDLIC-2004-082058,ACTIVE,01-May-17
81836,"2 Davos Rd, Woodbridge",Woodbridge,EDLIC-2005-082669,ACTIVE,24-Mar-17
81838,"180 Foster Cres, Mississauga",Mississauga,EDLIC-2005-082486,ACTIVE,24-Jan-17
81839,170 Sheppard Ave E Suite 501 North York,York,EDLIC-2004-082207,ACTIVE,03-Nov-17
81841,"31 Naldony Sachs Private, Ottawa",Ottawa,EDLIC-2004-081937,ACTIVE,02-Sep-17
81844,"2500 University Ave W, Windsor",Windsor,EDLIC-2004-082231,ACTIVE,17-Nov-17
81846,"171 Major Mackenzie Dr W, Richmond Hill",Richmond Hill,EDLIC-2004-082098,ACTIVE,13-Oct-17
81849,"123 Metcalfe St, Ottawa",Ottawa,EDLIC-2004-082282,ACTIVE,23-Nov-17
81850,"123 Metcalfe St, Ottawa",Ottawa,EDLIC-2007-085423,ACTIVE,01-Feb-17
81851,"13-15 Bloor St W, Toronto",Toronto,EDLIC-2004-082138,ACTIVE,15-Oct-17
81853,"2331 New St, Burlington",Burlington,EDLIC-2004-082009,ACTIVE,21-Sep-17
81856,"2300 Steeles Ave W, Toronto",Toronto,EDLIC-2005-082600,ACTIVE,25-Feb-17
81857,"2300 Steeles Ave W, Toronto",Toronto,EDLIC-2005-082566,ACTIVE,16-Feb-17
81858,"127 Victoria St S, Kitchener",Kitchener,EDLIC-2004-082075,ACTIVE,06-Oct-17
81859,"2300 Steeles Ave W, Toronto",Toronto,EDLIC-2004-082340,ACTIVE,07-Dec-16
81867,"1615 Pepperwood Gate, Pickering",Pickering,EDLIC-2005-082786,ACTIVE,25-Mar-17
81871,"810 Mcquay Blvd, Whitby",Whitby,EDLIC-2004-082242,ACTIVE,19-Nov-17
81872,"2525 St Clair Ave W, Toronto",Toronto,227725,ACTIVE,27-Apr-17
81878,"100 Simcoe St, Toronto",Toronto,EDLIC-2004-082249,ACTIVE,22-Nov-17
81882,"7150 Montrose Rd, Niagara Falls",Niagara Falls,EDLIC-2005-083243,ACTIVE,04-Aug-17
81883,"100 Keewatin Ave, Longlac",Longlac,EDLIC-2004-082293,ACTIVE,23-Nov-17
81884,"17 Barberry Place, Toronto",Toronto,EDLIC-2005-082632,ACTIVE,14-Mar-17
81885,"17 Barberry Place, Toronto",Toronto,EDLIC-2005-082723,ACTIVE,08-Apr-17
81886,"17 Barberry Place, Toronto",Toronto,EDLIC-2005-082757,ACTIVE,14-Apr-17
81887,"17 Barberry Place, Toronto",Toronto,EDLIC-2005-082644,ACTIVE,15-Mar-17
81888,"5200 Robinson St, Niagara Falls",Niagara Falls,EDLIC-2004-082361,ACTIVE,14-Dec-16
81895,"7150 Montrose Rd, Niagara Falls",Niagara Falls,EDLIC-2005-083244,ACTIVE,04-Aug-17
81896,"787 King St W, Kitchener",Kitchener,EDLIC-2004-082072,ACTIVE,01-Sep-17
81897,"44 Hunt St, Hamilton",Hamilton,EDLIC-2004-081949,ACTIVE,03-Sep-17
81898,"1280 Oulette Ave, Windsor",Windsor,EDLIC-2004-081973,ACTIVE,13-Sep-17
81900,"82 Fine Arts Rd, Toronto",Toronto,EDLIC-2005-083723,ACTIVE,30-Apr-17
81903,"82 Fine Arts Rd, Toronto",Toronto,EDLIC-2006-083873,ACTIVE,30-Apr-17
81904,"200 Island Lodge Rd, Ottawa",Ottawa,EDLIC-2005-082559,ACTIVE,14-Jan-17
81908,"950 Bank St, Ottawa",Ottawa,178225,ACTIVE,03-Jun-17
81909,"950 Bank St, Ottawa",Ottawa,EDLIC-2004-081927,ACTIVE,02-Sep-17
81911,"200 Island Lodge Rd, Ottawa",Ottawa,EDLIC-2005-082731,ACTIVE,11-Apr-17
81912,"200 Island Lodge Rd, Ottawa",Ottawa,270418,ACTIVE,02-Aug-17
81913,"321 Bloor St W, Toronto",Toronto,218712,ACTIVE,07-Sep-17
81915,"266 Epworth Ave, London",London,EDLIC-2004-082047,ACTIVE,30-Sep-17
81917,"181 Bay St, Toronto",Toronto,EDLIC-2004-082136,ACTIVE,20-Oct-17
81919,"1070 Printery Road, St Jacobs",St Jacobs,EDLIC-2004-082024,ACTIVE,22-Sep-17
81920,"365 West St, Simcoe",Simcoe,EDLIC-2005-082447,ACTIVE,13-Jan-17
81921,"14 Hillcrest Dr, Sioux Lookout",Sioux Lookout,EDLIC-2004-082013,ACTIVE,14-Sep-17
81922,"51 Highway 105, Red Lake",Red Lake,EDLIC-2004-082266,ACTIVE,16-Nov-17
81923,"85 Bronson Ave, Ottawa",Ottawa,EDLIC-2004-082188,ACTIVE,21-Oct-17
81924,"85 Bronson Ave, Ottawa",Ottawa,178216,ACTIVE,03-Jun-17
81929,"352 Principale W, Hawkesbury",Hawkesbury,156466,ACTIVE,26-Jan-17
8193,"359 Kent St, Ottawa",Ottawa,EDLIC-008193,ACTIVE,15-Jan-17
81931,"1276 Lasalle Blvd, Sudbury",Sudbury,226177,ACTIVE,27-Mar-17
81934,"82 Fine Arts Rd, Toronto",Toronto,EDLIC-2005-083724,ACTIVE,30-Apr-17
81935,"2161 Queen St E, Toronto",Toronto,EDLIC-2005-082763,ACTIVE,22-Sep-17
81936,"33, Victoria St, Southampton",Southampton,EDLIC-2005-082771,ACTIVE,18-Apr-17
81937,"23 Comay Rd, Toronto",Toronto,EDLIC-2005-083386,ACTIVE,06-Sep-17
8194,"110 Stewart St, Ottawa",Ottawa,EDLIC-008194,ACTIVE,16-Jul-17
81940,5353 North Service Rd 1 St Floor Burlington,Burlington,212813,ACTIVE,12-Jun-17
81944,"925 Albion Rd, Etobicoke",Etobicoke,EDLIC-2004-082174,ACTIVE,01-Jan-17
81946,"205 Bolton St, Ottawa",Ottawa,EDLIC-2005-083043,ACTIVE,20-Jun-17
81947,"205 Bolton St, Ottawa",Ottawa,206572,ACTIVE,30-Mar-17
81948,"205 Bolton St, Ottawa",Ottawa,EDLIC-2005-083061,ACTIVE,23-Jun-17
81949,"1135 Stellar Dr, Newmarket",Newmarket,247588,ACTIVE,28-Oct-17
8195,"110 Stewart St, Ottawa",Ottawa,EDLIC-008195,ACTIVE,19-May-17
81950,"1565 Maple Grove Rd, Kanata",Kanata,EDLIC-2004-082324,ACTIVE,06-Dec-16
81951,"3900 Portage Rd, Niagara Falls",Niagara Falls,EDLIC-2004-082162,ACTIVE,28-Oct-17
81952,"10 First Ave S, Sioux Lookout",Sioux Lookout,EDLIC-2006-084000,ACTIVE,07-Feb-17
81953,"101 College St, Toronto",Toronto,270795,PENDING_RENEWAL,07-Aug-17
81954,"101 College St, Toronto",Toronto,207154,ACTIVE,23-Feb-17
81957,"101 College St, Toronto",Toronto,EDLIC-2004-082204,ACTIVE,02-Nov-17
81958,"3900 Portage Rd, Niagara Falls",Niagara Falls,EDLIC-2004-082163,ACTIVE,28-Oct-17
81959,"1895 Victoria St, Rockland",Rockland,EDLIC-2004-082053,ACTIVE,20-Sep-17
81960,"101 College St, Toronto",Toronto,207155,ACTIVE,07-Feb-17
81961,"101 College St, Toronto",Toronto,207151,ACTIVE,08-Feb-17
81962,"101 College St, Toronto",Toronto,270794,PENDING_RENEWAL,07-Aug-17
81963,"101 College St, Toronto",Toronto,207159,ACTIVE,18-Feb-17
81964,"1255 Pembroke St W, Pembroke",Pembroke,EDLIC-2005-082598,ACTIVE,25-Feb-17
81966,"1580 The Queensway, Toronto",Toronto,EDLIC-2007-085461,ACTIVE,12-Nov-17
81967,"1355 Kingston Rd, Pickering",Pickering,EDLIC-2004-082084,ACTIVE,12-Oct-17
81969,"2124 Jetstream Rd, London",London,EDLIC-2005-082463,ACTIVE,17-Jan-17
81971,"272 Wilson St E, Ancaster",Ancaster,EDLIC-2004-082080,ACTIVE,08-Oct-17
81974,"67 Church St, St Catharines",St Catharines,EDLIC-2004-082236,ACTIVE,18-Nov-17
81975,"100 Sportsworld Dr, Kitchener",Kitchener,EDLIC-2005-082485,ACTIVE,25-Jan-17
81976,"300 Juliana Dr, Woodstock",Woodstock,EDLIC-2006-085279,ACTIVE,21-Dec-16
81977,"649 Tanguay Ave, Welland",Welland,205372,ACTIVE,31-Jan-17
81978,"60 Cambridge St N, Ottawa",Ottawa,EDLIC-2005-082809,ACTIVE,15-Apr-17
81979,"60 Cambridge St N, Ottawa",Ottawa,EDLIC-2005-082638,ACTIVE,16-Mar-17
8198,"60 University, Ottawa",Ottawa,EDLIC-008198,ACTIVE,15-Nov-17
81980,"9519 Keele St, Maple",Maple,EDLIC-2005-082901,ACTIVE,13-May-17
81981,"9519 Keele St, Maple",Maple,EDLIC-2005-082686,ACTIVE,29-Mar-17
81982,"4300 Highway 7, Markham",Markham,EDLIC-2005-082949,ACTIVE,26-May-17
81983,"4300 Highway 7, Markham",Markham,EDLIC-2005-082959,ACTIVE,26-May-17
81987,"17 Barberry Place, Toronto",Toronto,EDLIC-2005-082595,ACTIVE,25-Feb-17
81988,"990 Westney Rd, Ajax",Ajax,EDLIC-2004-082194,ACTIVE,04-Nov-17
81991,"2178 Bloor St W, Toronto",Toronto,200787,ACTIVE,23-Feb-17
81995,"2088 Lawrence Ave W, York",York,EDLIC-2005-083097,ACTIVE,29-Jun-17
81996,"2088 Lawrence Ave W, York",York,EDLIC-2005-083033,ACTIVE,14-Jun-17
81997,"455 Mcneely Ave, Carleton Place",Carleton Place,256641,ACTIVE,15-Nov-17
81999,"91 Elliot St, Cannington",Cannington,EDLIC-2005-082412,ACTIVE,19-Nov-17
82,"450 Sunset Dr, St Thomas",St Thomas,193540,ACTIVE,15-Apr-17
82000,"101 College St, Toronto",Toronto,EDLIC-2005-082856,ACTIVE,05-May-17
82001,"101 College St, Toronto",Toronto,EDLIC-2005-082857,ACTIVE,05-May-17
82002,"160 College St, Toronto",Toronto,EDLIC-2004-082238,ACTIVE,19-Nov-17
82003,"269 Laurier Ave W, Ottawa",Ottawa,EDLIC-2005-083237,ACTIVE,10-Dec-16
82004,"269 Laurier Ave W, Ottawa",Ottawa,EDLIC-2005-083228,ACTIVE,10-Dec-16
82005,"269 Laurier Ave W, Ottawa",Ottawa,EDLIC-2005-083229,ACTIVE,10-Dec-16
82006,"269 Laurier Ave W, Ottawa",Ottawa,EDLIC-2005-083230,ACTIVE,10-Dec-16
82007,"269 Laurier Ave W, Ottawa",Ottawa,EDLIC-2005-082839,ACTIVE,10-Dec-16
82008,"269 Laurier Ave W, Ottawa",Ottawa,EDLIC-2005-082818,ACTIVE,10-Dec-16
82009,"269 Laurier Ave W, Ottawa",Ottawa,EDLIC-2005-082819,ACTIVE,10-Dec-16
82010,"269 Laurier Ave W, Ottawa",Ottawa,EDLIC-2004-082344,ACTIVE,10-Dec-16
82011,"80 Johnson St, Kingston",Kingston,EDLIC-2004-082147,ACTIVE,15-Jun-17
82012,"40 Old Mill Rd, Oakville",Oakville,EDLIC-2004-082297,ACTIVE,01-Dec-16
82013,"40 Old Mill Rd, Oakville",Oakville,EDLIC-2005-082476,ACTIVE,21-Jan-17
82014,"574 Bloor St, Toronto",Toronto,EDLIC-2004-082405,ACTIVE,23-Dec-16
82015,"304 Brock St S, Whitby",Whitby,EDLIC-2004-082090,ACTIVE,12-Oct-17
82018,"80 Clinton St, Toronto",Toronto,EDLIC-2005-082604,ACTIVE,28-Feb-17
82019,"164 Craigleith Rd, Blue Mountains",Blue Mountains,EDLIC-2004-082290,ACTIVE,30-Nov-16
82020,"5200 Maingate Dr, Mississauga",Mississauga,EDLIC-2005-082469,ACTIVE,20-Jan-17
82022,"60 Rowena Dr, North York",North York,EDLIC-2005-083180,ACTIVE,30-Jun-17
82024,"2055 Appleby Line, Burlington",Burlington,EDLIC-2004-082131,ACTIVE,26-Oct-17
82025,"315 Grandravine Dr, Toronto",Toronto,EDLIC-2004-082245,ACTIVE,01-Sep-17
82030,"60 East Main St, Welland",Welland,EDLIC-2005-082873,ACTIVE,10-May-17
82031,"300 Juliana Dr, Woodstock",Woodstock,EDLIC-2007-085418,ACTIVE,01-Feb-17
82032,"300 Juliana Dr, Woodstock",Woodstock,EDLIC-2007-085419,ACTIVE,01-Feb-17
82034,"5233 Dundas St W, Etobicoke",Etobicoke,EDLIC-2005-082769,ACTIVE,18-Apr-17
82036,"5233 Dundas St W, Etobicoke",Etobicoke,EDLIC-2005-082653,ACTIVE,22-Mar-17
82039,"20 Sewells Rd, Toronto",Toronto,EDLIC-2005-083041,ACTIVE,17-Jun-17
82040,"20 Sewells Rd, Toronto",Toronto,EDLIC-2005-082540,ACTIVE,04-Feb-17
82041,"380 Somerset St W, Ottawa",Ottawa,EDLIC-2004-082341,ACTIVE,09-Dec-16
82042,"380 Somerset St W, Ottawa",Ottawa,EDLIC-2005-082704,ACTIVE,30-Mar-17
82046,"41 Flora St, St Thomas",St Thomas,EDLIC-2004-082111,ACTIVE,18-Oct-17
82047,"121 Colborne St S, Simcoe",Simcoe,270361,PENDING_RENEWAL,02-Aug-17
82048,"136 Darlington Pvt, Ottawa",Ottawa,222638,ACTIVE,18-Nov-17
82049,"136 Darlington Pvt, Ottawa",Ottawa,EDLIC-2005-082532,ACTIVE,04-Feb-17
82052,"70 First St, Orangeville",Orangeville,EDLIC-2005-082483,ACTIVE,21-Jan-17
82053,"296 Bank St, Ottawa",Ottawa,259232,ACTIVE,12-Jan-17
82055,"425 Fraser St, North Bay",North Bay,EDLIC-2004-082110,ACTIVE,15-Oct-17
82059,"40 Bertrand Ave, Scarborough",Scarborough,199408,ACTIVE,11-Sep-17
82061,"12 Bartlett Ave, Grimsby",Grimsby,EDLIC-2004-082216,ACTIVE,05-Jan-17
82062,"12 Bartlett Ave, Grimsby",Grimsby,EDLIC-2005-082418,ACTIVE,05-Jan-17
82067,"230 King St E, Toronto",Toronto,EDLIC-2005-083850,ACTIVE,07-Dec-16
82068,"400 Jarvis St, Toronto",Toronto,EDLIC-2005-083765,ACTIVE,01-Dec-16
82069,"400 Jarvis St, Toronto",Toronto,EDLIC-2005-083049,ACTIVE,20-Jun-17
82070,"400 Jarvis St, Toronto",Toronto,EDLIC-2005-083278,ACTIVE,15-Aug-17
82071,"400 Jarvis St, Toronto",Toronto,EDLIC-2005-082934,ACTIVE,25-May-17
82073,"4200 Bathurst St, Toronto",Toronto,EDLIC-2005-082575,ACTIVE,15-Feb-17
82074,"4200 Bathurst St, Toronto",Toronto,245549,ACTIVE,13-May-17
82075,"261 Stone Church Rd E, Hamilton",Hamilton,EDLIC-2005-082950,ACTIVE,30-May-17
82076,"769 Broadview Ave, Toronto",Toronto,EDLIC-2005-083697,ACTIVE,28-Mar-17
82078,"769 Broadview Ave, Toronto",Toronto,EDLIC-2005-083654,ACTIVE,28-Mar-17
82080,"3401 Dufferin St, Toronto",Toronto,EDLIC-2005-082746,ACTIVE,13-Apr-17
82081,"3401 Dufferin St, Toronto",Toronto,EDLIC-2005-083004,ACTIVE,08-Jun-17
82084,"2021 Dundas St W, Mississauga",Mississauga,EDLIC-2005-082461,ACTIVE,17-Jan-17
82086,"60 East Main St, Welland",Welland,EDLIC-2005-082682,ACTIVE,31-Mar-17
82087,"535 Lake St, St Catharines",St Catharines,EDLIC-2004-082228,ACTIVE,04-Dec-16
82089,"248 Park St W, Prescott",Prescott,245642,ACTIVE,16-Apr-17
8209,"34 North Cumberland St, Thunder Bay",Thunder Bay,EDLIC-008209,ACTIVE,15-Mar-17
82094,"261 Stone Church Rd E, Hamilton",Hamilton,EDLIC-2005-083024,ACTIVE,14-Jun-17
82096,"280 Aberdeen Blvd, Midland",Midland,EDLIC-2004-082298,ACTIVE,01-Dec-16
821,"2293 Eglinton Av E, Scarborough",Scarborough,EDLIC-000821,ACTIVE,15-Aug-17
8210,"34 North Cumberland St, Thunder Bay",Thunder Bay,EDLIC-008210,ACTIVE,02-Jun-17
82100,"60 14Th St N, Kenora",Kenora,EDLIC-2004-082258,ACTIVE,17-Nov-17
82101,"341 Queen St W, Toronto",Toronto,EDLIC-2004-082281,ACTIVE,26-Nov-17
82102,"1004 Middlegate Rd, Mississauga",Mississauga,215853,ACTIVE,11-Aug-17
82103,"1004 Middlegate Rd, Mississauga",Mississauga,215852,ACTIVE,11-Aug-17
82105,"4218 Lawrence Av E, Scarborough",Scarborough,EDLIC-2007-085531,ACTIVE,06-Mar-17
82107,"2-800 Kipling Ave, Toronto",Toronto,EDLIC-2005-082457,ACTIVE,14-Jan-17
82108,"75, St George St, Toronto",Toronto,EDLIC-2005-082843,ACTIVE,27-Apr-17
82109,"75, St George St, Toronto",Toronto,EDLIC-2005-083221,ACTIVE,29-Jul-17
8211,"34 North Cumberland St, Thunder Bay",Thunder Bay,EDLIC-008211,ACTIVE,15-Mar-17
82111,"500 Fifth Ave, Kenora",Kenora,170588,ACTIVE,20-Jan-17
82112,"500 Fifth Ave, Kenora",Kenora,170589,ACTIVE,20-Jan-17
82113,"1460 Beaverbrook Dr, London",London,EDLIC-2005-083251,ACTIVE,29-Jul-17
82114,"60 Disera Dr, Thornhill",Thornhill,EDLIC-2005-082640,ACTIVE,16-Mar-17
82115,"1460 Beaverbrook Dr, London",London,EDLIC-2005-082664,ACTIVE,24-Mar-17
82116,"60 Disera Dr, Thornhill",Thornhill,EDLIC-2005-083245,ACTIVE,04-Aug-17
82117,"183 Dovercourt Rd, Toronto",Toronto,EDLIC-2006-084060,ACTIVE,16-Feb-17
