Incident Number,Creation Date,Fatal Injury Victim,Concussion Intracranial Inju,Burns Severe,Burns Minor,Whiplash,Spinal Injury,Amputation,Injury Leading Deafness,Heart Attack,Fracture Major Bone,Eye Injury,Electric Shock Severe,Electric Shock Minor,Dislocation Limb,Bruise Hemorrhage Interna,Exposure Carcinomatou Poison,Swelling,Sprained Twisted Joints Muscle,Skin Infection Irritation,Seizure,Respiratory Infection Irrita,Poisoning,Other Internal Injury,Nausea Dizziness,Laceration Superficial Cut,Laceration Deep Cut,Fracture Nose Fingers Toes,External Bruise,Aches Pains,Date Of Occurrence,catagory of incident,fatal injury,permanent (serious) injury,non-permanent (minor) injury,No Injury,elevating devices number,Specific Root Cause,Reported occurrence narrative,Time of Occurrence,Summarized detail of Inspection and tests,Inspector's Conclusion,Incident Summary,Task Number,release
1889010,20-Jun-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-Jun-16,ED-Near-Miss,,,,,23847,1.1 Defective or failed equipment including safety devices,Elevator-Result of CAT5 test elevator safeties failed need full replacement governor also failed,12:00:00 AM,,,ED-Near Miss,6217708,yes
1889532,20-Jun-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-Jun-16,ED-Near-Miss,,,,,67116,,Elevator-Employee got hit by doors no injury,10:40:00 AM,,,ED-Near Miss,6219254,yes
1892122,23-Jun-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17-Jun-16,ED-Incident,0.0,0.0,1.0,0.0,82486,,"Elevator- woman got her hand caught in door trying to stop from closing red, swollen and bruised",2:49:00 PM,,,ED-Incident,6224624,yes
1892232,23-Jun-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18-Jun-16,ED-Incident,0.0,0.0,1.0,0.0,64518,,Elevator-Elderly male fell to ground when door closed to quick bruised calf right leg various scrapes legs and arms,6:30:00 PM,,,ED-Incident,6224914,yes
1901658,12-Jul-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18-Jun-16,ED-Incident,0.0,0.0,1.0,0.0,23898,7.6 Failure to follow user instructions,Elevator-Female got hand injured trying to stop door from closing,10:33:00 AM,,,ED-Incident,6246241,yes
1892288,23-Jun-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Jun-16,ED-Incident,,,,,76228,7.6 Failure to follow user instructions,Elevator-Child got fingers caught in elevator door transported to hospital with unknown injuries,10:30:00 AM,,,ED-Incident,6225091,yes
1915124,02-Aug-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18-Jun-16,ED-Incident,0.0,0.0,1.0,0.0,63528,,Escalator-Female wearing wedge pumps fell while on a stopped escalator first aid administered and icepack given,11:04:00 PM,,,ED-Incident,6272563,yes
1943174,16-Sep-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19-Jun-16,ED-Incident,0.0,0.0,1.0,0.0,64670234,,Elevator-Unidentified child got hand scraped when it was caught in door,9:30:00 PM,,,ED-Incident,6327266,yes
1892252,23-Jun-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Jun-16,ED-Near-Miss,,,,,29842,"8.2 Utilities (power, water, telecomm, sewage)",Elevator-2 feet of water in pit sump pump was block/broken repaired,1:30:00 PM,,,ED-Near Miss,6224998,yes
1940582,13-Sep-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Jun-16,ED-Near-Miss,,,,,64511808,"8.2 Utilities (power, water, telecomm, sewage)",Elevator-Technician found water in cab upon arrival shutdown,12:00:00 AM,,,ED-Near Miss,6322183,yes
1892212,23-Jun-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-Jun-16,ED-Near-Miss,,,,,16704,"8.2 Utilities (power, water, telecomm, sewage)",Elevator-pit wet up to sill,10:00:00 AM,,,ED-Near Miss,6224883,yes
1895664,30-Jun-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23-Jun-16,ED-Near-Miss,,,,,11289,1.1 Defective or failed equipment including safety devices,Elevator-Fire in elevator 2 in tv monitor wiring just smoke,7:30:00 AM,,,ED-Near Miss,6232563,yes
1894394,28-Jun-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23-Jun-16,ED-Incident,0.0,0.0,1.0,0.0,11323,,Elevator-Elderly male coming out of elevator door closing scraped his arm 1 inch cut on left elbow,5:50:00 PM,,,ED-Incident,6229692,yes
1895392,29-Jun-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23-Jun-16,ED-Near-Miss,,,,,15665,1.2 Defective or failed component including safety devices,Elevator-Mechanic arrived found large pieces of hoist rope on floor next to machine failed in numerous locations,2:30:00 PM,,,ED-Near Miss,6231867,yes
1901820,12-Jul-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23-Jun-16,ED-Incident,0.0,0.0,1.0,0.0,65945,7.6 Failure to follow user instructions,Elevator-door closed and hit female in left wrist and right elbow she sustained bruising,2:20:00 PM,Tested all door functions see attached,Found everything compliant,ED-Incident,6445308,yes
1901608,12-Jul-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23-Jun-16,ED-Incident,0.0,0.0,1.0,0.0,38476,7.6 Failure to follow user instructions,Elevator-Female hit by door pain to right arm and neck,3:24:00 PM,,,ED-Incident,6245953,yes
1915012,02-Aug-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24-Jun-16,ED-Incident,0.0,0.0,1.0,0.0,82267,7.6 Failure to follow user instructions,Elevator door closed on woman's arm sore check door pressures within acceptable measures,12:00:00 AM,,,ED-Incident,6272351,yes
1914928,02-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-Jun-16,ED-Near-Miss,,,,,35066,1.2 Defective or failed component including safety devices,Elevator-unexplained loss of oil discovered elevator removed from service,5:00:00 PM,,,ED-Near Miss,6272328,yes
1901848,12-Jul-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-Jun-16,ED-Incident,0.0,0.0,1.0,0.0,67921,7.6 Failure to follow user instructions,Elevator-glass doors little girl put hands on door opened fingers got caught ice applies,3:30:00 PM,,,ED-Incident,6246369,yes
1901578,12-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Jun-16,ED-Near-Miss,,,,,28786,"8.2 Utilities (power, water, telecomm, sewage)",Elevator-water in elevator room reached controller and & oil reservoir water main replaced and damages remediated,9:00:00 PM,,,ED-Near Miss,6245899,yes
1902330,13-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Jun-16,ED-Near-Miss,,,,,81218,1.2 Defective or failed component including safety devices,Elevator-smoke discovered coming out of elevator room motor failed windings let go elevator shutdown,6:30:00 AM,,,ED-Near Miss,6247201,yes
1914880,02-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Jun-16,ED-Near-Miss,,,,,28445,,Elevator-6 to 8'' of sewage water in pit shut down,9:30:00 AM,,,ED-Near Miss,6325023,yes
1909558,25-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Jun-16,ED-Near-Miss,,,,,4358,1.2 Defective or failed component including safety devices,Elevator-Technician testing car broke traction damaging safety gear taken out of service,12:00:00 PM,,,ED-Near Miss,6262278,yes
1902224,13-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Jun-16,ED-Near-Miss,,,,,74695,7.6 Failure to follow user instructions,Elevator-Unidentified lady got her arm caught in door no reported injury,11:12:00 AM,,,ED-Near Miss,6246983,yes
1901922,12-Jul-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29-Jun-16,ED-Incident,0.0,0.0,1.0,0.0,36056,7.6 Failure to follow user instructions,Elevator-Women tripped walking into elevator hit mirror pain in head and neck also wrist and knee,1:24:00 PM,,,ED-Incident,6246539,yes
1902340,13-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Jun-16,ED-Near-Miss,,,,,72750,7.6 Failure to follow user instructions,Elevator-Security guard got hit in head by door unknown if any injury,9:50:00 PM,,,ED-Near Miss,6247221,yes
1902652,13-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-Jul-16,ED-Near-Miss,,,,,5525,"8.2 Utilities (power, water, telecomm, sewage)",Elevator-water flood from mechanical room run down shaft taken out of service,10:00:00 AM,,,ED-Near Miss,6247636,yes
1902656,13-Jul-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06-Jul-16,ED-Incident,0.0,0.0,1.0,0.0,65945,7.6 Failure to follow user instructions,Elevator-Female hit by elevator door swelling of the eye given ice pack transported to hospital,8:20:00 AM,Inspected door function,Door found to be compliant see attached,ED-Incident,6445343,yes
1910566,26-Jul-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07-Jul-16,ED-Incident,0.0,0.0,1.0,0.0,35790,1.2 Defective or failed component including safety devices,Elevator- door closed on passenger hit in ankle ice applied medical attention declined,8:30:00 AM,,,ED-Incident,6264087,yes
1905650,19-Jul-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,07-Jul-16,ED-Incident,0.0,0.0,1.0,0.0,84067,1.2 Defective or failed component including safety devices,Elevator-going up car started to shake violently he fell hurting back,12:00:00 AM,See attached,See attached,ED-Incident,6445422,yes
1902916,13-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08-Jul-16,ED-Near-Miss,,,,,31188,"8.2 Utilities (power, water, telecomm, sewage)",Elevator-water running down hoistway management told,12:00:00 AM,,,ED-Near Miss,6248317,yes
1903504,14-Jul-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,08-Jul-16,ED-Incident,0.0,0.0,1.0,0.0,30962,7.6 Failure to follow user instructions,Elevator-dropped 6 floors women injured hip went to hospital,3:00:00 PM,See attached,See attached,ED-Incident,6445391,yes
1903494,14-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08-Jul-16,ED-Near-Miss,,,,,77698,"8.2 Utilities (power, water, telecomm, sewage)",Elevator- Flood in machine room water on top of car elevator shut down,12:30:00 PM,,,ED-Near Miss,6249848,yes
1909632,25-Jul-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11-Jul-16,ED-Incident,0.0,0.0,1.0,0.0,11323,3.2 Lack of maintenance procedures,Elevator- Female got hand caught in door as she was trying to hold open injury to wrist icepack provided,4:49:00 PM,See attached,This device has a rope gripper and 340 machine brake that had not been maintained proper car was found in overhead see inspectors report,ED-Incident,6445913,yes
1909876,25-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-Jul-16,ED-Near-Miss,,,,,86678,,Elevator-found in overhead and rope gripper seized in open position with signal to close,4:49:00 PM,,,ED-Near Miss,6445878,yes
1910956,26-Jul-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-Jul-16,ED-Incident,0.0,0.0,1.0,0.0,84067,,Elevator-shook violently senior went to hospital pain in neck prescribed antiinflamatorhy,6:00:00 PM,See attached,See attached,ED-Incident,6445995,yes
1905646,19-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-Jul-16,ED-Near-Miss,,,,,87211,"8.2 Utilities (power, water, telecomm, sewage)",Elevator-pipe burst pit full of water investigate,9:18:00 AM,,,ED-Near Miss,6254098,yes
1916650,04-Aug-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14-Jul-16,ED-Incident,0.0,0.0,1.0,0.0,17962,,Elevator-Women with laundry basket tripped exiting unleveled elevator fell hit right knee sore right knee went to have it checked at clinic,12:00:00 AM,,,ED-Incident,6275637,yes
1910592,26-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Jul-16,ED-Near-Miss,,,,,64689816,7.8 Deliberate intent or sabotage,Elevator -maintenance contractor found tampering with control room equipment mirco chips removed plugs relocated,2:00:00 PM,,,ED-Incident,6264162,yes
1909524,25-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-Jul-16,ED-Near-Miss,,,,,62164,"8.2 Utilities (power, water, telecomm, sewage)","Elevator-Overflow tube on air conditioning disconnected ran down hoistway 36"" above lobby landing",2:37:00 PM,,,ED-Near Miss,6262254,yes
1910916,26-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-Jul-16,ED-Near-Miss,,,,,17878,"8.2 Utilities (power, water, telecomm, sewage)",Elevator-Water leak/flood elevator water damage some cars not operational,5:00:00 PM,,,ED-Near Miss,6264946,yes
1906310,20-Jul-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17-Jul-16,ED-Incident,0.0,1.0,0.0,0.0,68140,3.1 Defective or inadequate maintenance procedures,Elevator-Elderly women got hit by door and fell to ground hit head on bench taken to hospital,1:40:00 PM,Tested doors,Found door closed in shorter time compared to minimum door closing time on data tag,ED-Incident,6445868,yes
1910414,26-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Jul-16,ED-Incident,,,,,27417,,Elevator -Elderly male put arm between door to hold it open it closed on arm soreness to his arm,7:15:00 PM,,,ED-Incident,6263764,yes
1910870,26-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Jul-16,ED-Near-Miss,,,,,64516544,,Elevator-Service call placed that there was water leaking into elevator,11:00:00 AM,,,ED-Near Miss,6264845,yes
1909832,25-Jul-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19-Jul-16,ED-Incident,0.0,0.0,1.0,0.0,63073,,Elevator-out of level lady tripped and fell taken to hospital 3 stitches and 2 staples in head,8:02:00 PM,,,ED-Incident,6262595,yes
1906294,20-Jul-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19-Jul-16,ED-Incident,0.0,0.0,1.0,0.0,18346,7.6 Failure to follow user instructions,Freight Elevator-Male tripped over the closing door and fell on knee swollen taken to doctor,12:05:00 PM,,,ED-Incident,6255747,yes
1909906,25-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Jul-16,ED-Near-Miss,,,,,64719651,"8.2 Utilities (power, water, telecomm, sewage)",Elevator-construction repaired broken pipe water damage to 3 and 4,12:00:00 PM,,,ED-Near Miss,6262773,yes
1909862,25-Jul-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20-Jul-16,ED-Incident,0.0,0.0,1.0,0.0,67012,7.6 Failure to follow user instructions,Elevator-Female standing in door closed on wrist scratches and redness and swelling ice applied,11:15:00 AM,,,ED-Incident,6262690,yes
1915784,03-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Jul-16,ED-Near-Miss,,,,,82230,7.3 Failure to follow maintenance procedures,Elevator-Customer placed call report doors not working mechanic found 2nd floor door part open elevator floor below,11:00:00 AM,,,ED-Near Miss,6273848,yes
1910604,26-Jul-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21-Jul-16,ED-Incident,0.0,0.0,1.0,0.0,76985,1.2 Defective or failed component including safety devices,Elevator-Unidentified female on scooter door closed on her scraped left arm was checked on by nurse during night and morning,11:50:00 AM,,,ED-Incident,6264218,yes
1909846,25-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-Jul-16,ED-Near-Miss,,,,,39629,7.3 Failure to follow maintenance procedures,Elevator-Heard that a lady tripped elevator not level unknown if any injury,2:00:00 PM,,,ED-Near Miss,6262668,yes
1912180,27-Jul-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,25-Jul-16,ED-Incident,0.0,1.0,0.0,0.0,64484,,Elevator-Not level female tripped and fell,3:08:00 PM,,,ED-Incident,6325058,yes
1915860,03-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-Jul-16,ED-Near-Miss,,,,,79182,7.6 Failure to follow user instructions,Elevator - Unidentified women fell entering elevators doors closed on her then reopened unknown if any injuries,11:51:00 AM,,,ED-Near Miss,6274119,yes
1912436,28-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Jul-16,ED-Near-Miss,,,,,20614,"8.2 Utilities (power, water, telecomm, sewage)","Elevator-mechanic found water dripping from above 6"" water in recessed portion of machine room housing generator, selector and controller",9:00:00 AM,,,ED-Near Miss,6267644,yes
1916774,04-Aug-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26-Jul-16,ED-Incident,0.0,0.0,1.0,0.0,71109,7.6 Failure to follow user instructions,Elevator-door closed on female's arm she pulled it out bruised right arm/shoulder,3:31:00 PM,,,ED-Incident,6275930,yes
1915522,03-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Jul-16,ED-Near-Miss,,,,,64554029,8.1 Weather or environmental conditions,elevator-water went down hoistway from rain,9:00:00 PM,,,ED-Near Miss,6273317,yes
1918768,08-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Jul-16,ED-Near-Miss,,,,,64505631,"8.2 Utilities (power, water, telecomm, sewage)",Elevator-Pipe burst in hallway at ground level went in hoistway some components were compromised,8:23:00 PM,,,ED-Near Miss,6279591,yes
1918858,08-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Jul-16,ED-Near-Miss,,,,,64515759,8.1 Weather or environmental conditions,Elevator-water entered the elevator via excessive rain,9:20:00 PM,,,ED-Near Miss,6279734,yes
1916670,04-Aug-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28-Jul-16,ED-Incident,0.0,0.0,1.0,0.0,64512933,,Elevator-Female tripped entering elevator injury to her wrist sore,10:57:00 AM,,,ED-Incident,6275703,yes
1916690,04-Aug-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28-Jul-16,ED-Incident,0.0,0.0,1.0,0.0,76433,7.6 Failure to follow user instructions,Elevator-Moving material into elevator got finger caught in door jam sought medical attention unknown if male or female,9:49:00 PM,,,ED-Incident,6275747,yes
1915766,03-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Jul-16,ED-Near-Miss,,,,,72968,"8.2 Utilities (power, water, telecomm, sewage)",Elevator-pipe burst on in the basement flooded all pits,6:00:00 PM,,,ED-Near Miss,6273779,yes
1918850,08-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Jul-16,ED-Near-Miss,,,,,4063,,Elevator -Mechanic got a call that a forklift hit door and knocked it off track,3:35:00 PM,,,ED-Near Miss,6279715,yes
1915748,03-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Jul-16,ED-Near-Miss,,,,,64524990,"8.2 Utilities (power, water, telecomm, sewage)","Elevator-water in hoistway sheaves, governor idle switch and chains made contact shut down",12:07:00 PM,,,ED-Near Miss,6273729,yes
1916730,04-Aug-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-Jul-16,ED-Incident,0.0,0.0,0.0,0.0,64497856,7.6 Failure to follow user instructions,Elevator-Little girl got her hand cut on open side of door attended hospital,12:00:00 AM,,,ED-Incident,6275860,yes
1918524,08-Aug-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31-Jul-16,ED-Incident,0.0,0.0,1.0,0.0,88626,7.6 Failure to follow user instructions,Elevator -Female put hand in door to stop from closing and it crushed her hand hurt it but did not seek medical attention,1:15:00 PM,,,ED-Incident,6279352,yes
1916872,04-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-Aug-16,ED-Near-Miss,,,,,23246,8.1 Weather or environmental conditions,Elevator-Flood on roof machine room with water and hoistway  damage to both cars some parts need replacement,9:45:00 AM,,,ED-Near Miss,6276117,yes
1916862,04-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-Aug-16,ED-Near-Miss,,,,,64679118,8.1 Weather or environmental conditions,Elevator-Heavy rain filled the pin elevator removed from service and drained,3:00:00 PM,,,ED-Near Miss,6276100,yes
1917056,04-Aug-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Aug-16,ED-Incident,0.0,1.0,0.0,0.0,17191,,Elevator-Female exiting tripped and fell fractured hip it occurred in the hospital,1:30:00 PM,,,ED-Incident,6276477,yes
1918918,08-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-Aug-16,ED-Near-Miss,,,,,83389,,Elevator-Fire on roof water went into hoistway elevator locked out,5:00:00 PM,,,ED-Near Miss,6279876,yes
1933052,31-Aug-16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,02-Aug-16,ED-Incident,0.0,1.0,0.0,0.0,14658,,Elevator -dropped 3 times consecutive triple vertical whiplash headaches  numbness,3:30:00 PM,,,ED-Incident,6307570,yes
1918434,08-Aug-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Aug-16,ED-Incident,0.0,0.0,1.0,0.0,23561,,Elevator- Elevator stuck above floor women jumped out and hurt her knee,11:05:00 AM,,,ED-Incident,6278905,yes
1916902,04-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-Aug-16,ED-Near-Miss,,,,,77937,7.6 Failure to follow user instructions,Elevator-Door hit passenger and knocked them down no report of injury,3:35:00 PM,,,ED-Near Miss,6276159,yes
1921730,12-Aug-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-Aug-16,ED-Incident,0.0,0.0,1.0,0.0,78070,,Elevator-Elevator dropped male fell and hurt his knees,12:00:00 AM,,,ED-Incident,6285333,yes
1918498,08-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Aug-16,ED-Near-Miss,,,,,32677,,Elevator-Door closed too quickly and hard while the person tried to exit she was from Justice Department did not seek medical,9:45:00 AM,,,ED-Near Miss,6279054,yes
1937578,08-Sep-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Aug-16,ED-Near-Miss,,,,,85205,1.2 Defective or failed component including safety devices,Elevator-Kone performing 5 year test elevator sank below floor and did not re-level,12:00:00 AM,,,ED-Near Miss,6316803,yes
1919254,09-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Aug-16,ED-Near-Miss,,,,,64500627,,Elevator-found on safeties,12:00:00 AM,,,ED-Near Miss,6280405,yes
